,HC_mean,HC_std,SA_mean,SA_std
0,1.666187226260657,0.008964976412030177,1.056923026766655,0.6069513717555314
1,1.684748180010468,0.027489176270794065,0.8483323407052356,0.6024651830697888
2,1.6795351964407044,0.027195269550082904,0.9367350694621815,0.6661407730775769
3,1.6636514615772229,0.006288594332644447,1.048606059641529,0.7419406014597801
4,1.665053002743864,0.006085427103882009,0.8555089906854562,0.6853484393252716
5,1.6927997963723735,0.07589432264480678,0.8556590580718918,0.6901377404905277
6,1.672045481425292,0.010353784670066795,1.0517210338558147,0.6307147534244991
7,1.756715808210786,0.05021797449766081,1.203632246301757,0.5268358340466935
8,1.6721707866899735,0.008285766741374986,0.9072399316274178,0.7279101474118759
9,1.6760864803704945,0.009627452703284571,0.9819006198599408,0.7047040945084844
