,HC_mean,HC_std,SA_mean,SA_std
0,1.1341116867882364,0.2277877354176221,0.6942645855818459,0.5007232720138811
1,1.1573465662361733,0.21921771389654301,0.6495425969528875,0.5469585094957894
2,1.142760648752879,0.08029874848688713,0.700720055899811,0.5245978204606743
3,1.1939883798827113,0.30795041324200484,0.5763834997686609,0.5671228674142307
4,1.1820493023284184,0.10318750951286965,0.8253206028846652,0.5729795805501443
5,1.1812317551786022,0.09047113103871654,0.6241340311647977,0.4393649571653795
6,1.132458157195602,0.05932318968053812,0.6545776337900311,0.4541956743024104
7,1.2746567797849748,0.07212170083865965,0.9699278701531431,0.4535407137837151
8,1.2361341691971917,0.0803519357368533,0.9455898667262769,0.3839488691115807
9,1.2532234413600194,0.11382573880885857,0.7110967518752017,0.3806084935541522
