,HC_mean,HC_std,SA_mean,SA_std
0,1.6659737146795153,0.00846618430918651,0.7713850795738249,0.6823441687994949
1,1.6259822034682303,0.30631425066458934,0.6443719409571748,0.7172565573736607
2,1.6885901652781024,0.009193559580437848,0.8790656695036952,0.7413016185287489
3,1.6684971274767688,0.009530518449232982,0.7345298605487486,0.718963836876736
4,1.668776864915605,0.011193337597803277,0.9335761660162973,0.7337701190472735
5,1.7224827529756854,0.0157849603402984,0.8569464874168589,0.6323595552383464
6,1.7105260050353255,0.03449286233184245,0.7441651380084124,0.671444256892108
7,1.737919845753073,0.013558628773537319,1.1103653011036434,0.31733069187657365
8,1.696561606348827,0.03336896986610114,0.7612845967217943,0.5080685935965642
9,1.8528086629080505,0.07067390492335025,1.1876434261473352,0.5346785664126242
