,HC,HC1,HC2
0,2.5839273295826533,2.244362326810985,2.1188937806485724
1,2.4333269024240805,2.14738349062902,1.8169959752429616
2,2.3440279256240655,2.1367642574411723,1.8150359290316305
3,2.234710023344573,1.9938612835707499,1.7254670946082085
4,2.1838675540854418,1.9938612835707499,1.7174340703980746
5,2.182261686011452,1.989931995513793,1.6958024286810218
6,2.086167490910344,1.9420536700365554,1.6958024286810218
7,2.0763721372559885,1.9316930016312965,1.635477946746534
8,2.0470117018106464,1.9202646094611246,1.5324439417133886
9,2.0442617196833273,1.9083576823507733,1.4458523819706204
10,1.9923569382937307,1.9082926920744376,1.3813573913720438
11,1.9923569382937307,1.9082926920744376,1.3779168116293967
12,1.9923569382937307,1.8442105405387448,1.3317625303659126
13,1.9923569382937307,1.7991884885586995,1.3317625303659126
14,1.9923569382937307,1.7991884885586995,1.2775104685659964
15,1.9900456947501979,1.7227635661312948,1.2775104685659964
16,1.9900456947501979,1.699744964986397,1.2775104685659964
17,1.9870775908981344,1.6891660096311034,1.2740049527861115
18,1.9857833371354585,1.6871276788242044,1.2499184336766216
19,1.9854190547549293,1.6804504069005224,1.2499184336766216
20,1.982464589951412,1.6804504069005224,1.2353064069099164
21,1.982464589951412,1.6780545314600277,1.2353064069099164
22,1.982464589951412,1.6692087188512839,1.1810179355823676
23,1.9805949276917287,1.668176208829913,1.1810179355823676
24,1.9581799909486601,1.668176208829913,1.1810179355823676
25,1.9581799909486601,1.6564225125374386,1.1810179355823676
26,1.9581799909486601,1.5656114150504583,1.1810179355823676
27,1.9581799909486601,1.5656114150504583,1.1810179355823676
28,1.957338855565204,1.5656114150504583,1.1810179355823676
29,1.9569055748271273,1.5656114150504583,1.1810179355823676
30,1.9428083731907708,1.5624139485617463,1.1810179355823676
31,1.9377989502973407,1.5624139485617463,1.1810179355823676
32,1.9377989502973407,1.5624139485617463,1.1575268021699785
33,1.9377989502973407,1.5624139485617463,1.1575268021699785
34,1.9377989502973407,1.5624139485617463,1.1575268021699785
35,1.926230161436406,1.556658987558914,1.1575268021699785
36,1.907481622174236,1.5428473891863228,1.1575268021699785
37,1.907481622174236,1.5428473891863228,1.1450416364687372
38,1.907481622174236,1.5428473891863228,1.131094643402266
39,1.907481622174236,1.5428473891863228,1.131094643402266
40,1.9068521030037235,1.5428473891863228,1.108795771356339
41,1.9068521030037235,1.5428473891863228,1.1085070957291565
42,1.8947496657274208,1.5428473891863228,1.1085070957291565
43,1.8947496657274208,1.5414413534234108,1.1085070957291565
44,1.8947496657274208,1.5381923040431313,1.1085070957291565
45,1.8947496657274208,1.5381923040431313,1.1085070957291565
46,1.8914244645056606,1.5381923040431313,1.1085070957291565
47,1.8914244645056606,1.5381923040431313,1.1085070957291565
48,1.8914244645056606,1.5381923040431313,1.1085070957291565
