,SA,SAlin,SAexp
0,2.5839273295826533,2.5839273295826533,2.5839273295826533
1,2.5298975793616165,2.3729015852125896,2.0428594404918115
2,2.4165363686912613,2.4043152565850248,2.514296143793128
3,2.3890898071015876,3.421040978575526,2.1463082022899584
4,2.314536146661578,2.3097191352005573,2.2837386728421705
5,2.114760157694899,2.5212709650054244,2.3181106690407907
6,2.1152871770254356,2.456487651453407,2.3055946751326046
7,2.1297856472074788,2.2629136017841684,2.2111045694233127
8,2.0074671903232324,2.3480111590385877,2.2527471349170014
9,1.6367271714839475,2.418988474651878,2.3925027833185366
10,1.6431247319337337,2.256930371844359,2.3030991026050907
11,1.569145812980003,2.269888253579418,2.2150226511270654
12,1.554425647185332,2.346877957238206,2.3164304297681753
13,1.5238852731990076,2.447032670644205,2.3058182235950846
14,1.5615500407117728,2.4249732434210696,2.311031126556377
15,1.4123454544894218,2.3403132232037556,2.20005035861221
16,1.4195667568522718,2.5808207812111656,2.2958670268145385
17,1.3898677369280876,2.312530687998622,2.2772936364213696
18,1.3834193356212339,2.3872566133663335,2.152919814332549
19,1.3371475670171842,2.3557603435752137,2.3734287035136976
20,1.3019054437516004,2.3117575824930765,2.173971371549665
21,1.2870759289196168,2.471305517230218,2.1618979731729047
22,1.2245395819198592,2.344933177578027,2.170205799781781
23,1.2197392402744938,2.217343587608005,1.9357405145376663
24,1.2094865828322539,2.4870913149681284,2.0456719526393936
25,1.1419211319448532,2.364704247682931,1.998004057343723
26,1.1365162899919008,2.4450293877174354,1.9896425095598387
27,1.1146702288442885,2.4069309618764136,2.022186347905018
28,1.0861684683318416,2.3918561183709706,2.035486630836256
29,1.0805143413098974,2.4514154962694326,2.0041131350030774
30,1.0753169617535974,2.4803429673561763,2.0033410459883236
31,1.067535288920974,2.365092419604117,1.9910393324940485
32,1.0557791205227396,2.3498281575961912,1.8826398000866593
33,1.0422995240422088,2.220471996635975,1.8278823878363966
34,1.036495650635706,2.36316531243043,1.7546156821861414
35,1.0269868535621773,2.3932969258068835,1.7387681316111558
36,1.0174830763826213,2.266928736958741,1.7642822272599519
37,1.0152035519167286,2.3954435815651993,1.7762929655391266
38,1.0064948454124392,2.3372149915522806,1.7102720105867608
39,1.0031547021442775,2.2692707332064237,1.734791193299476
40,0.9739229705978697,2.2317067667601935,1.6744355233502637
41,0.9658120879943187,2.3178141072989207,1.6717926361061528
42,0.9662645135886572,2.3142359590709187,1.6309620214490188
43,0.9566600579967791,2.3347019498071973,1.6528703196679853
44,0.9535151924761923,2.2996223722880273,1.6145349329531322
45,0.9483029941959505,2.2128429275842194,1.5908080622449123
46,0.9487334196591455,2.400382648055966,1.5907274734501613
47,0.9479175262389972,2.496709786166125,1.620415840410398
48,0.9439799416043171,2.2999933932703063,1.5995287815158232
49,0.9439799416043171,2.1578605641864224,1.5989152469641186
50,0.9382923793747464,2.4295435033090387,1.583384041546312
51,0.9382473866198723,2.3555964505809155,1.5450489126223022
52,0.9290259435415879,2.1978228957091273,1.4908989975021922
53,0.9290394128325622,2.2963688322780267,1.4853305216379658
54,0.9291918454074487,2.3285212888943727,1.4856425708705905
55,0.9300172457995273,2.24590575348852,1.470379676523788
56,0.9241980138554643,2.3551178290396932,1.4771311923391368
57,0.9117122824092381,2.1166886265687817,1.4707359359099414
58,0.9089812376495896,2.281959564585976,1.4680024667139673
59,0.8980302299535066,2.3045129356605694,1.460133733962429
60,0.8980302299535066,2.3429982426488203,1.4408592251992496
61,0.8875849722737659,2.2290089460594356,1.4336245541578079
62,0.8831091887544285,2.1150913051804,1.429988379595315
63,0.8794885861763124,2.3003731057521604,1.4188859587862153
64,0.8794885861763124,2.2624293054427675,1.4059343330672758
65,0.8701377714700115,2.2419451400542156,1.398467404477771
66,0.865774371695042,2.1961510637456003,1.3906524751737717
67,0.865178346651182,2.333533349222857,1.387683808541937
68,0.862590402156855,2.0948807528251825,1.3852704145166128
69,0.8521158674042615,2.2638173286231966,1.387310737148277
70,0.8504114770366525,2.20473774734595,1.3773514112536183
71,0.8367311339659762,1.9518035003864476,1.3770329598693987
72,0.8245619875710987,2.0800599239807434,1.3762717045953705
73,0.8066935096832473,2.1559684039648697,1.3736824578709188
74,0.8060770170146846,2.1526353858059486,1.3648553162655035
75,0.8060770170146846,2.2214871227955544,1.3529116732497082
76,0.8020731625223763,2.1472899237484877,1.350380516782332
77,0.8022894945370089,2.2032566224615002,1.3490096729443872
78,0.8022894945370089,2.241005522897168,1.345430664987701
79,0.8022894945370089,2.2610749353978017,1.3456745916220971
80,0.7950670990978758,1.9769443640491364,1.3462533485827461
81,0.7950670990978758,1.985922630643822,1.341416552283063
82,0.7936856453925407,1.9050813959381965,1.3398656765160941
83,0.7936856453925407,1.9590691330344074,1.333061187939561
84,0.7936856453925407,2.0269472710069514,1.330881539722315
85,0.7936856453925407,2.0662789566012796,1.3295868254867926
86,0.7936856453925407,2.079615951127363,1.3281724168887814
87,0.7936856453925407,2.026457251746919,1.3194253465485946
88,0.7936856453925407,1.8858775587134502,1.3184575068814235
89,0.7880990299704329,1.7370800383705256,1.3165583994089378
90,0.7861834923040927,1.8145414648673364,1.3098506465477349
91,0.7861834923040927,1.6498353433942212,1.3088223793821785
92,0.7630921901194397,1.618934119102311,1.3078022852388338
93,0.7630921901194397,1.666967022957048,1.3073816500652007
94,0.7630921901194397,1.5533504970885454,1.3030777530759474
95,0.754125038286297,1.5179040751336152,1.2977961668621045
96,0.754125038286297,1.5370466464806334,1.2977961668621045
97,0.7369610192694556,1.5332950444609381,1.2977961668621045
98,0.7369610192694556,1.4871652234960793,1.2934343103105712
99,0.7274811919018587,1.4817108755748647,1.2914261372453675
100,0.7274811919018587,1.4153860991022196,1.2844410927183305
