,SA,SA1,SA2,SAlin,SAexp
0,0.30703001702798316,1.4539170034674054,1.9688367226706025,2.0223348467293203,1.0174052467500847
1,0.8765034570780891,1.129617882701662,0.7419409010246132,1.3959966698026025,0.8829548901661839
2,1.9448481924390753,0.2691156086559424,1.6969224090212527,1.6629157877137535,1.75937915833762
3,0.2029025542542216,0.347831372223142,1.2304706471032179,1.1247323273078462,0.9852580483013567
4,1.1079402258106874,0.24740038467442804,0.6126499734015085,1.1216506930654322,0.1433864064313491
5,1.0768208193435689,0.8431738345378055,0.20177607412470744,1.3184526849411204,0.2871910245272304
6,0.853114708419631,0.3587764960701968,0.8772582565488322,1.3793481683499684,0.46136582527479764
7,1.3055907749104756,0.20333890515997055,1.462164831950275,0.46339002661081863,1.143800940032278
8,0.5782775388146313,0.16535082621408043,2.0004060086468787,1.2987315608043066,1.0386324766452404
9,1.9274777818231315,0.9955137060517059,1.129938667353466,0.6406234637490353,0.22733591419863225
10,0.6584641147245138,0.511883815859503,1.4163819749930078,2.020370732749166,1.8966072353689825
11,0.2658837757193247,0.6757485405383348,1.9594321664373058,2.1819909442338723,1.1232090047577163
12,0.1623169966785486,0.33451425109878385,1.8930734880125444,1.9557537140834402,1.1496052127788134
13,0.38702194224491854,1.9599835496527485,0.5717887600220826,1.9860226673919803,1.9685578916952353
14,0.38964173203752245,0.8971187128470572,1.1068371420204914,1.6370926435047113,2.000087790089556
15,1.3859661670045296,0.809907382812536,0.6231412561035918,1.1405739028426893,1.24574012288447
16,0.9904853995151107,1.4385694014478205,0.9219567411604066,1.4315088000377945,0.2988348633504116
17,0.9913974732952167,0.5831395374940008,1.9726822203650305,1.461913213685473,1.523104492900099
18,1.7033161391666574,0.7492584945230861,1.8921190409137936,1.5423049658288506,1.0652148795565723
19,1.7028898283629674,0.28869140499912427,0.7165365770942272,1.610321713561655,1.0360732132403765
20,0.21530829974570329,0.4008690180499116,2.0006510446802257,1.5211214026153272,1.0283534142926034
21,1.376611672918787,1.0982931414801562,0.7391951158237208,1.94004134351725,0.6680157672496485
22,0.9483581174677493,0.2805712836092249,2.0301219227176928,1.4879832585899133,0.3710549820933837
23,0.26517055457811395,0.32252310367770637,1.4705286550941,1.1654317528302187,1.4311020666471634
24,1.02545079352273,1.0725446783498085,0.882572450605636,2.054102210425235,1.3613118779970415
