,HC,HC1,HC2
0,2.583927329582654,2.2443623268109847,2.1188937806485724
1,2.466534337895956,2.162283577201793,2.0683589584962356
2,2.3823041514340657,2.0573127539083087,1.994449831724896
3,2.2988422391381023,1.9856018392900345,1.777754808651249
4,2.205469516243892,1.9706170390161846,1.6878469093370156
5,2.184836053839823,1.9366849262428631,1.6394178177044652
6,2.115150146102299,1.927774036164748,1.5761520337933432
7,2.1081694361968895,1.8029420100226874,1.475528644012548
8,2.0640905896849118,1.7948579345389628,1.4625740821957194
9,2.060744270426456,1.7938466562453355,1.4509023684787972
10,2.038812952382771,1.7733051918681026,1.4186695857236362
11,2.038402282691054,1.7723328079247966,1.4186695857236362
12,2.031963178992225,1.7712896005657839,1.4020728830934253
13,2.0052355480045154,1.7644625648811223,1.3901222531185586
14,1.9866185468341686,1.7644625648811223,1.3666071936813529
15,1.9612820375828395,1.7628966581822119,1.364364806625674
16,1.9574620448578977,1.7242484808718364,1.3503782238085735
17,1.9517008973676102,1.714024181150065,1.3389047905008222
18,1.9517008973676102,1.714024181150065,1.3213657340623035
19,1.943255608650801,1.6803071628848616,1.3167005117023156
20,1.942352341901975,1.6600594100786947,1.3167005117023156
21,1.93813819960388,1.6600594100786947,1.3165497548571934
22,1.93813819960388,1.6585281873938869,1.316298173721896
23,1.9319890945762506,1.657253023244478,1.3088378902366837
24,1.929015212123153,1.6453311082270268,1.3015542034698886
25,1.929015212123153,1.6453311082270268,1.2848252899184507
26,1.929015212123153,1.6453311082270268,1.2848252899184507
27,1.9268979309683485,1.642772976391436,1.2848252899184507
28,1.9221901855929147,1.642772976391436,1.2554135368322124
29,1.916857613307045,1.6416987621355246,1.2412368051424867
30,1.916857613307045,1.6406812422949124,1.2405844274356606
31,1.9091938096079626,1.6289314432675734,1.2405844274356606
32,1.9091938096079626,1.5973596016602931,1.2315534929710297
33,1.9091938096079626,1.572276161814081,1.22798333494966
34,1.903844297518547,1.5688819181178837,1.2187792045586228
35,1.903844297518547,1.5506211525430764,1.2110350816612776
36,1.903844297518547,1.5083150129563208,1.2110350816612776
37,1.903844297518547,1.498749030426498,1.20534584329117
38,1.903844297518547,1.498749030426498,1.20534584329117
39,1.903844297518547,1.498666317162089,1.2044119638536253
40,1.9037408571685566,1.4753319243228695,1.2044119638536253
41,1.9037408571685566,1.4707259747747667,1.197155047604861
42,1.9037408571685566,1.4707259747747667,1.1862782368440652
