,HC_mean,HC_std,SA_mean,SA_std
0,1.515184251521152,0.0,2.767040440639423,0.0
1,0.858159248458792,0.0,2.2966586487824534,0.0
2,1.79748126092188,0.0,2.013874569995798,0.0
3,2.1082098545376047,0.0,2.5889203357229866,0.0
4,2.1268092185685417,0.0,2.2713072428743972,0.0
5,0.9869879299864939,0.0,2.0578466206571173,0.0
6,1.7943936881619762,0.0,3.5189615992324366,0.0
7,1.0811119697968357,0.0,2.0203872675373185,0.0
8,1.8158807444553755,0.0,1.9995034150858388,0.0
9,0.6950836058623908,0.0,2.4899994033511796,0.0
