,"('exp', 1, 0.9)","('exp', 1, 0.8)","('exp', 1, 0.7)","('exp', 1, 0.6)","('exp', 1, 0.5)","('exp', 2, 0.9)","('exp', 2, 0.8)","('exp', 2, 0.7)","('exp', 2, 0.6)","('exp', 2, 0.5)","('exp', 4, 0.9)","('exp', 4, 0.8)","('exp', 4, 0.7)","('exp', 4, 0.6)","('exp', 4, 0.5)","('deterministic', 1, 0.9)","('deterministic', 1, 0.8)","('deterministic', 1, 0.7)","('deterministic', 1, 0.6)","('deterministic', 1, 0.5)","('deterministic', 2, 0.9)","('deterministic', 2, 0.8)","('deterministic', 2, 0.7)","('deterministic', 2, 0.6)","('deterministic', 2, 0.5)","('deterministic', 4, 0.9)","('deterministic', 4, 0.8)","('deterministic', 4, 0.7)","('deterministic', 4, 0.6)","('deterministic', 4, 0.5)","('hyperexp', 1, 0.9)","('hyperexp', 1, 0.8)","('hyperexp', 1, 0.7)","('hyperexp', 1, 0.6)","('hyperexp', 1, 0.5)","('hyperexp', 2, 0.9)","('hyperexp', 2, 0.8)","('hyperexp', 2, 0.7)","('hyperexp', 2, 0.6)","('hyperexp', 2, 0.5)","('hyperexp', 4, 0.9)","('hyperexp', 4, 0.8)","('hyperexp', 4, 0.7)","('hyperexp', 4, 0.6)","('hyperexp', 4, 0.5)","('Priority', 1, 0.9)","('Priority', 1, 0.8)","('Priority', 1, 0.7)","('Priority', 1, 0.6)","('Priority', 1, 0.5)"
0,8.179016603308034,4.035939341474694,2.390924899026955,1.28163829734933,1.147337431351045,4.839089402947084,1.7296129706540084,0.915048465583685,0.5728559607788833,0.3947193844749928,1.8978626432444876,0.7646600687979385,0.3475414283464421,0.19187120022169535,0.06777453119602331,4.866425967118662,1.6766135854991642,1.200565718000977,0.7047159267458791,0.47745785585001466,2.2923835227537075,1.0289053070939067,0.4482016258724983,0.30989881565585575,0.1956660206100099,1.0040657106150126,0.39144778196231017,0.19204535548835966,0.10540359404864093,0.0468151903410372,2.738045258824572,1.5768075866421236,1.412402917427992,0.8952920320979108,0.6251481008575557,1.265718678011817,0.7317137593776861,0.45426131831369054,0.30444028512981103,0.20396681209536607,0.4781797541603351,0.28299674376584305,0.14528009593459576,0.06741892830373425,0.04032451701946397,3.691348063723718,1.7771584393694078,1.3116733773721765,1.1229424460241546,0.6349805929311862
1,11.890300092959555,5.2727500968172105,2.517314811920783,1.3586358740782767,1.0328569683211968,4.461496170354934,1.9854381626366095,0.8300270303783754,0.5882421913512287,0.3198011143570089,2.4207422843483672,0.7086529581062857,0.3453146351371554,0.18975076402218666,0.09415136360332357,4.446244491503748,1.9275187788922934,1.025041394428482,0.7209793741231186,0.4814585684347906,2.705609444527349,0.9174919596259771,0.4856588006981198,0.2984312505756064,0.1708918545770418,1.0489599031987107,0.39902263648811115,0.1948198151525997,0.09655872449833003,0.05221436245247522,2.4246554908557623,1.8614914033305996,1.3031381999058156,0.9451238745205018,0.6773085383207643,1.0619166346922353,0.7074413773219397,0.449529153612326,0.2957770017609821,0.21842933868036815,0.42444710043128714,0.250262517854827,0.13280822125539601,0.0643795032961926,0.04001906857356941,3.0102886297602187,1.8651243868795606,1.219689333299419,0.9541693920750877,0.6313191836488028
2,9.396098458567419,4.177253575664739,2.3207538648727977,1.5257369874452709,0.9619794594868731,3.5499837378773185,1.9049499684124975,0.9722128346199098,0.5991770411907702,0.3747787969504257,1.7153410976377232,0.7565279387664383,0.3644705894958649,0.16416904330523305,0.07866402778845821,3.9735855421986774,1.8321847188078666,1.0864827192931572,0.7661348108764527,0.4899755990627865,1.843623896452666,0.9503985367254003,0.47081305401681484,0.29340054438653745,0.1824865471473029,0.9780190052775602,0.3917783931040258,0.18811363649755408,0.09517188349432637,0.051592232529136736,2.754322969664985,1.998067986787643,1.35232371913368,0.9925882601659,0.6056293624430786,1.120611728332999,0.7575385387989374,0.4118823520551095,0.29872663579910647,0.22782306791175164,0.47088703963337186,0.23766991574280716,0.13842390573819147,0.06980505992032322,0.03951908299115228,2.972932310284381,2.002241409093775,1.2133442937984862,0.8943043636156142,0.7165580409997019
3,6.385759397688342,4.034665722019943,2.2473340665039667,1.356769093919348,0.9718677424586836,3.321654222418648,1.5428131802572491,0.985261833625173,0.5802060867381628,0.3367041910208338,2.195602705580753,0.7838211190539862,0.38868406702635294,0.1697077337302528,0.08317642166291467,5.021567688835303,1.9771766022564823,1.1809955048502434,0.7246226107994534,0.5411224255193463,2.2105098403620564,0.968739267190265,0.529439987145164,0.2956575268237334,0.18185468453379247,1.0050247952423743,0.39662029769951146,0.18409540824012105,0.10613281985102899,0.05241772425676943,2.4088789250411096,1.9694991553560242,1.4731584442643122,1.032836194158425,0.6102290208217245,1.205870714535999,0.7129230644069063,0.4316126077106701,0.317069293267095,0.21677774938068758,0.4573216168376521,0.2702660560286799,0.15055862030568312,0.06849032608469836,0.036939510920932665,2.743458005878831,1.9702761940980182,1.3007612531433888,1.0096534000735187,0.6574792547526609
4,12.184021117236075,3.1364246539823046,2.2342415715593646,1.4593190140357628,1.0075898745094543,3.2502661167090423,1.6891535720274853,0.9022981583008644,0.5557200067312031,0.3216881930594225,1.8956285568923217,0.7552275553737188,0.38629221682701037,0.18450901341717488,0.07609489635078062,5.211253742624203,1.8023882206545743,1.1731701558143492,0.6919890101997043,0.48670551217778135,1.8692345637616454,0.886050794375599,0.5421800173602666,0.2792447003301666,0.18681534916237963,1.0326365023477282,0.44956336505047184,0.19096912354343792,0.09562068907638781,0.054624346427873144,2.2191635786330575,2.0321120371218977,1.3725657431046678,0.8726931741570401,0.6823173894743182,0.9632172998955385,0.6840803766683701,0.42781533014068035,0.3356507760681904,0.1952978141667769,0.43640399082696546,0.23325877406406895,0.15671681057877757,0.07496154199396414,0.03874159481885238,2.552750867479557,1.6559936925887266,1.19623694293251,0.9149080461892046,0.6971233952187897
5,10.167235959404309,4.440692601617824,2.183188054877944,1.6650115448187814,1.0262771293262638,3.776415866309436,1.9864444212736168,0.9371995855872327,0.6201086252214854,0.32869518794288805,2.1246105862127056,0.8068986046675205,0.35478477123889113,0.21499469553098136,0.08905192073794649,5.131221069946573,2.1821744861401906,1.1374733778478312,0.8115999550455597,0.49013721539424826,2.4040450767495143,1.0181167643598912,0.4825782490607319,0.28501897762050943,0.18076969349270494,1.0345081451038978,0.38095547571426036,0.19522008362802423,0.10478952678409134,0.04595853622264121,2.58172781627776,1.5098866751982778,1.151223649710634,1.0081987872259457,0.6951168274846563,0.9978154080907778,0.7497767180059458,0.4579260643639505,0.29824080662530883,0.1945417977878045,0.38763768642893404,0.25092411733164566,0.1363115363896897,0.06937748927835355,0.03856212974848026,3.468388227708986,1.8139046190440333,1.2671070117750955,0.8746951437740824,0.6833177385017408
6,8.454037183167562,3.4444722570420225,2.1922498628492177,1.4355570252800594,0.9142746890442583,3.5459899530022927,1.5386554606140457,0.9504686746818269,0.6185805808357375,0.3599359716272097,2.3910810966930534,0.6455218245088372,0.3534035396073528,0.1725092213004239,0.08205602998304558,4.428441026922568,2.0359496285008856,1.2393764295282217,0.7120033297534437,0.5212336993917812,2.1383415517243582,0.8943038663518122,0.49647511814606465,0.30711488623183575,0.17062460921124217,1.0633964658652102,0.4069306219850037,0.1757866198872708,0.10337601958777927,0.0486146523577645,3.0551313842365118,2.1322955735793463,1.3381799138061248,0.9239635393039942,0.68189542539866,1.2059841656404449,0.746492149186755,0.4746875756060433,0.29705986663025824,0.1827145693545675,0.46918290627990156,0.2630693020861252,0.13082806932437538,0.07907046422017293,0.03307378992590768,2.9625673762980003,2.081419939785876,1.2900269270471345,0.8630651523225347,0.6794409016624308
7,8.04038115126637,4.916338928397594,2.3068189139586717,1.6151694317792018,0.9516446814267885,2.9939940517660997,1.6771532266714628,0.9997206189404059,0.5308804420493017,0.32925467927661406,2.2086798782226853,0.6979218885626705,0.30778033290916174,0.18472314001075724,0.08710448453086796,4.86692267947454,2.261363461757504,1.1963158951095376,0.7522188689061267,0.4634569673854845,2.0480784728490042,0.9342745888418278,0.49296545435120837,0.29250167025686624,0.15597768301873263,1.0365644650188106,0.36124081191870694,0.19779834279890912,0.10358718087835628,0.050713464710522724,2.6076223744128746,1.7050583410933458,1.1532203453641132,0.8808170071976242,0.6271424226838087,0.9874445531617833,0.6490374760357067,0.468291066213605,0.32459096038718527,0.20947650146636063,0.40298909173659475,0.2368370893300343,0.13498666849601892,0.07501462337222753,0.040030907304085366,3.0302146319412766,1.9029640818360636,1.2970631160054762,0.9051620706628958,0.6306171894180201
8,7.227285792145629,4.043966650360912,1.9255681507145241,1.5717743808364946,1.0317980030269125,5.023612824387291,1.8437054529137968,0.9644844495893433,0.6126050398061522,0.32017604779122955,1.7639111736836013,0.7081525264301475,0.36471053299008077,0.18934215069656912,0.08277008589589074,4.840151493384202,1.7858260824972245,1.0606096847866135,0.7360768702053128,0.5043273026929507,1.9221098007957975,0.8742792751520909,0.47522715869894905,0.2921106450145908,0.1843232100051638,0.9964129269832626,0.4070676037285607,0.1886038704978685,0.09079202113604064,0.049218504570456754,2.5658334002087004,1.995096399130662,1.2145048201735658,0.8457750793517808,0.6900272078125627,1.1237772408235838,0.7484090002883776,0.5038412952829165,0.292498294896296,0.18052470749484964,0.4674249846769553,0.26478555482639665,0.1401715454356308,0.09556969200119354,0.04329322255537822,3.6594696370151825,1.6830636384062816,1.1693143668220694,0.9848629575157106,0.651246844948052
9,8.047001519258824,3.441591611810398,2.2074611253508434,1.7360756478138555,1.0511072367545453,3.98797395453871,1.692824098698792,0.9565276597104009,0.5359543071361829,0.3206015340679442,1.5503658749866591,0.7400544378031625,0.3733623491301554,0.18707879236209168,0.07534596586277215,3.3113029607002726,2.101475192313133,1.292990410643263,0.7391822278378336,0.5384044437436619,2.8336821159100403,0.9419839264282039,0.49447692752418443,0.27438052210953584,0.18017312631480023,0.9976839727884388,0.3725832372631863,0.19237178445207906,0.09447660088763578,0.04869295879363845,2.4145547619347307,1.5220031689155364,1.3220779795123705,0.8918626431020834,0.713460298310756,1.2898138351202109,0.8272503642717578,0.4093236182327326,0.3169883811933853,0.22161207499731267,0.4664074609446038,0.22098894496616217,0.12296429226417706,0.08258387017049855,0.0362102159197011,3.161766228152308,1.8856277958306618,1.2550176826058939,0.9024855413176369,0.7225291349458938
