,"('exp', 1, 0.9)","('exp', 1, 0.85)","('exp', 1, 0.8)","('exp', 1, 0.75)","('exp', 1, 0.7)","('exp', 1, 0.6)","('exp', 1, 0.5)","('exp', 2, 0.9)","('exp', 2, 0.85)","('exp', 2, 0.8)","('exp', 2, 0.75)","('exp', 2, 0.7)","('exp', 2, 0.6)","('exp', 2, 0.5)","('exp', 4, 0.9)","('exp', 4, 0.85)","('exp', 4, 0.8)","('exp', 4, 0.75)","('exp', 4, 0.7)","('exp', 4, 0.6)","('exp', 4, 0.5)","('exp', 8, 0.9)","('exp', 8, 0.85)","('exp', 8, 0.8)","('exp', 8, 0.75)","('exp', 8, 0.7)","('exp', 8, 0.6)","('exp', 8, 0.5)","('priority', 1, 0.9)","('priority', 1, 0.85)","('priority', 1, 0.8)","('priority', 1, 0.75)","('priority', 1, 0.7)","('priority', 1, 0.6)","('priority', 1, 0.5)","('deterministic', 1, 0.9)","('deterministic', 1, 0.85)","('deterministic', 1, 0.8)","('deterministic', 1, 0.75)","('deterministic', 1, 0.7)","('deterministic', 1, 0.6)","('deterministic', 1, 0.5)","('deterministic', 2, 0.9)","('deterministic', 2, 0.85)","('deterministic', 2, 0.8)","('deterministic', 2, 0.75)","('deterministic', 2, 0.7)","('deterministic', 2, 0.6)","('deterministic', 2, 0.5)","('hyperexp', 1, 0.9)","('hyperexp', 1, 0.85)","('hyperexp', 1, 0.8)","('hyperexp', 1, 0.75)","('hyperexp', 1, 0.7)","('hyperexp', 1, 0.6)","('hyperexp', 1, 0.5)","('hyperexp', 2, 0.9)","('hyperexp', 2, 0.85)","('hyperexp', 2, 0.8)","('hyperexp', 2, 0.75)","('hyperexp', 2, 0.7)","('hyperexp', 2, 0.6)","('hyperexp', 2, 0.5)","('erlang', 1, 0.9)","('erlang', 1, 0.85)","('erlang', 1, 0.8)","('erlang', 1, 0.75)","('erlang', 1, 0.7)","('erlang', 1, 0.6)","('erlang', 1, 0.5)","('erlang', 2, 0.9)","('erlang', 2, 0.85)","('erlang', 2, 0.8)","('erlang', 2, 0.75)","('erlang', 2, 0.7)","('erlang', 2, 0.6)","('erlang', 2, 0.5)"
0,8.723231757207365,4.930821244266306,4.537706872842218,3.1398697198148517,2.672240541905153,1.5451486906480354,0.9677508537919298,5.030392451778098,2.531522862968244,1.6796906331644412,1.3253794763708828,1.10528338660613,0.5378016459762248,0.3477980801041401,2.1621360387923283,1.252768036734595,0.7547970245605549,0.4837126380748652,0.36009794015338986,0.17087458060035754,0.09451300238396282,0.9428861803350156,0.498469132466632,0.30075329586599225,0.16607636825947075,0.11310108892130417,0.04056850226424952,0.014174092728408402,2.980498552082518,2.1250839744137635,1.80459771343803,1.4879498933844588,1.35186421205946,0.9394442897022292,0.7370437588835487,4.058493841519165,2.483604775884198,2.037175228629722,1.542880768146135,1.1540251800465853,0.7028200004316628,0.49462154098584166,2.129216990549098,1.29677618288063,0.8902311282474942,0.6816465621189236,0.5101241516408127,0.2804878194987808,0.16877814774702785,2.77453401940617,2.079735511571884,1.642371470109547,1.714518020759535,1.286714755063485,0.9178792101165836,0.6451024666569276,1.1056040846251978,0.9251527321101328,0.7588421778193486,0.561444360612607,0.44114318112491024,0.29308177393509877,0.18745268690064273,5.107120067710291,2.941562576307157,2.9272067112923517,1.8855153147601995,1.4567779040671358,0.8718351046400872,0.5896187334930784,2.9381984151256257,1.654969423696815,1.1168167662818609,0.8039114836996766,0.5631870453430262,0.3504423491727611,0.2068314504063432
1,7.263128532925925,5.118526987529878,3.860285929603048,2.7220816124683243,2.291288549944056,1.5492365008294238,0.9947577796076306,4.08897537360656,2.758162243145913,1.6926296824383178,1.22912482419947,1.0093214420148393,0.5898940661371065,0.3130716655744855,1.8437519966435723,1.2130159190704093,0.7342317454532075,0.5323570877796692,0.36410362562494697,0.1753572603339988,0.08641109529011098,0.9123155029226797,0.44086481942271727,0.2733343076143832,0.17803186010874567,0.11994660030704166,0.04035310590205255,0.0141992617021658,3.866356395434763,2.3679486819359856,1.8380386632604686,1.5673345723858934,1.3902789572892225,1.012788049660089,0.6778784976663238,5.3147111134426686,2.6615068228112104,2.085572238388589,1.5284817929787569,1.0251114216578834,0.7718706949873936,0.5442605135281264,2.1557367805508654,1.3182716908301704,0.897312917683719,0.6233478611433652,0.4802458402166865,0.28606499701152327,0.1803107863736297,2.5628053215222404,2.1254252012506276,1.8088748500596128,1.6261992092626965,1.2686398379685646,0.8875463313895233,0.670760951010973,1.2527680392941756,0.9296877230965314,0.6593681361355129,0.592248073441573,0.44896071971835816,0.3339285030199207,0.18699660903049053,4.56035213355341,3.1752742593613843,2.3680752546766652,1.8501036490573193,1.4608206935475356,0.8163399516767424,0.6071301393973919,2.451917135710569,1.6207029284882806,1.0060201590287623,0.77579280787698,0.5783585859262349,0.32691438256809957,0.20097074959012298
2,9.380683417949266,5.7638697207459275,3.869737453634529,2.8861269482648897,2.1445901292681073,1.58224610165221,1.0506524997265239,4.0682506776648495,2.7122971541335454,1.5931935181107362,1.2460145502605022,1.0586122484447076,0.5421134575536738,0.326377218293027,1.8512968134957806,1.123087383497753,0.730313205957011,0.49630969413038634,0.3281331835711288,0.1650364871318911,0.0848923118168709,0.9515850259054837,0.46681273463282486,0.2665781880047642,0.18314380080281736,0.11660463243074484,0.04104473694344703,0.014916714218094321,3.7071041545069296,2.2690079079876297,1.7986243504994643,1.551603320318035,1.2311625469543876,1.00132497322345,0.7128752962636733,5.824944839826008,2.7812317009376377,1.953120735098985,1.4846744530611973,1.1295689809689666,0.7682811907834631,0.4656967673065589,2.069489580610406,1.247320991865643,0.9205651853871235,0.7075482006020147,0.47963469248567886,0.29580710129932364,0.17667323954941772,2.588878756447798,2.480650003862813,1.6526091797642692,1.4876314323182087,1.1420311485164152,0.968488738204004,0.651663786896007,1.1736664977651923,0.8980017199815582,0.7811439333324222,0.571879248109837,0.4485268542102138,0.29562214900507494,0.17966384489470222,5.555425082811301,3.318656587509526,2.534406600361343,1.842661402846886,1.3943163784261434,0.8469236954245953,0.586541422424372,2.982812479725595,1.4974872689311458,1.0716794721806127,0.7872381116749454,0.6133611223806834,0.35206917178176356,0.21941857846881377
3,8.30032183357936,5.163884034789012,4.040701999255605,3.1970315733933883,2.221308642639131,1.5373725826995304,1.0200112774658165,4.217051286650047,2.65879481765934,1.7416441786977814,1.2432140848007767,0.9957845385924593,0.5744468961889954,0.32958365412725915,1.6084218777736816,1.2301261834775237,0.7364870974987895,0.5260424124254989,0.3620299227028802,0.1883827118963444,0.08891940770681644,0.9057250740440073,0.46593610598365065,0.26647046527113405,0.17934287916969768,0.11868030982997985,0.04526978220981854,0.017648149884673968,3.1048479810561127,2.4269596346815305,1.8827337095773016,1.509740114079381,1.3310904142120081,0.9557529392342166,0.7194396924627039,4.489009828690015,2.886904239485524,1.9708475263230418,1.4453237609655303,1.2322862494557192,0.7391238969568878,0.5086980683270108,1.9658452146394891,1.5290550042390232,0.8734338400685078,0.612330535782859,0.4960636012979442,0.2926918973357744,0.17890276658093682,2.48159545806082,2.260307095356868,1.8412527272056844,1.6502746208846255,1.2532696440212168,0.992886950933171,0.5964119227713299,1.0438353051995757,0.9970090918988527,0.6659607778593871,0.5524376532001024,0.4387074933658526,0.311640286882553,0.19289304088712134,5.91849108644958,3.7013854293082047,2.2588285673143025,1.706471851498885,1.483487243925947,0.9025045993319573,0.573476054200647,2.513543915562199,1.5572481086208996,1.1479261787421726,0.8466100162603697,0.6157389469446407,0.345046848131124,0.21392323617748124
4,8.550010704103501,5.168776529932558,3.506374821545138,2.8563275311598675,2.2226167157260233,1.6969654577829587,0.9953945764804462,3.663578459038016,2.416966738683616,1.7429403044038259,1.3016079593205032,1.0261659376502017,0.5471726303039198,0.31149866712428226,1.7664004092201744,1.0891523088794193,0.8532025206398085,0.48671589773995344,0.35165137551927195,0.18021756619781387,0.08392260949942297,0.8942723572839285,0.4532157910669895,0.2904496217713976,0.17241064627969666,0.10886855595882827,0.04413483774403996,0.014860351804266718,3.3212272651777104,2.403301298768988,1.8019647198784992,1.530121948157466,1.2539439502503342,0.9780259088590499,0.6669207955504259,4.298957917339202,2.6051353499222936,2.2042401089344907,1.4712346642083762,1.1751417235514932,0.7459940763552666,0.4867691778902942,2.0309657801614014,1.191372541518065,0.9096861193720166,0.6636494133060161,0.4903400375959448,0.28503229514842887,0.17842840887936362,2.880739373503803,1.9464696728226032,1.5544891298687897,1.4950631237843313,1.2582125605798171,0.9142200902381484,0.6494847551900426,1.1448249920075622,0.7568139879326977,0.7149033235297977,0.5818051525454495,0.41301704298249176,0.2963345242795883,0.18471654135396337,5.154741502500047,3.4897309716584006,2.628328502090254,1.7846570068576528,1.3838488611900948,0.8943389204607595,0.5957842627518227,2.243081169846865,1.450766424338684,1.1164455828505317,0.78532915891446,0.605518303772377,0.3350453223427277,0.20520521051268392
5,7.275652498223591,5.203671476068843,3.798807854637134,2.899721066411586,2.330784963245971,1.5570450136772607,0.9961225885520055,4.656270825502413,2.5076271746530296,1.6266370632115816,1.3454359554381163,0.9853324210437719,0.5380004999508821,0.34076791530833495,1.9725529908460815,1.1603257627729546,0.7340426464346349,0.5591372190911781,0.36376658506634485,0.17978125129277508,0.08390221576953955,0.8704889671228607,0.493376260094654,0.29146780471229056,0.19390917592899864,0.108834909153046,0.03987295343411284,0.014862090601913845,3.382761778538596,2.390818428066629,1.770193532085207,1.584011824714677,1.297984303152613,0.9813219599904064,0.7001236848650442,4.5945939077416105,2.910663149759964,1.95500140364157,1.5279812087104105,1.1473546275931281,0.7235269518577601,0.5255048935023187,2.187941083502958,1.1639443533013787,0.9146455453912721,0.6478003416251493,0.49216697879194404,0.29104275517405215,0.1811568477608056,2.8573478455473693,1.9665769941697497,1.8742788782074007,1.711894947391078,1.4352908041745573,0.8870873448010635,0.6718722313310068,1.17654834944657,0.9467920928425314,0.6668357914534918,0.6010199507091964,0.4117089366582376,0.3139748715978248,0.2073225524975781,5.0040955030677265,3.150392928810596,2.4181188845987567,1.8493225873218915,1.3426671678136017,0.8726444921146208,0.605508499177458,2.48842979846168,1.5480312464214077,1.0873046523012284,0.7648411453356103,0.6347535257027385,0.3485329682153192,0.20364774487875967
6,9.528196873160164,5.15980005052798,3.9342028245212806,3.0509820585048804,2.5335148450831078,1.5189677853918107,1.0190351399718567,3.937097076718097,2.6913450031376183,1.7036335132240823,1.359754449122682,0.9901880146996228,0.5356165257633662,0.349775425030674,2.2297097081052564,1.2311775405576886,0.6559201517704237,0.5271520752408836,0.3306406625533962,0.1881968478074906,0.08946063984125846,0.7964346739952883,0.4961773473035726,0.26538846234957814,0.18999080643166916,0.10584323733411143,0.04117452746032456,0.015860172848433173,2.9654668297954143,2.3483324102322323,1.9322018706268553,1.4057001775377553,1.2948998059102188,1.025326545887343,0.7022298865559832,5.303407573761845,2.5190894919337294,2.0208632144823078,1.5211718990191954,1.1566137685497437,0.7276157621314905,0.4957330273561993,2.198891252449664,1.3487774272960271,0.8830948205301344,0.6152775018044485,0.4897544473625986,0.3074909989763103,0.17898063861473223,2.593206679914795,2.2586738393451524,1.9110576702362534,1.723692423722041,1.3937770742813667,0.913707780866652,0.6494095193697202,1.0354820361883654,0.9212486492045813,0.7241569489003,0.534788531556954,0.44113109557737956,0.3049461141407995,0.19891481394114527,4.467229132743886,3.455705426066673,2.6366200129507478,1.9507985292398753,1.3470500203576654,0.8565215156994338,0.6261213545716413,2.825864538406988,1.597222864429301,1.0499093902984797,0.7743624145548009,0.5771227369343714,0.3495405410505331,0.20833349266692855
7,7.549200025979622,5.587948502727903,3.968910694064962,3.2452087585703944,2.4968942328768495,1.5194733293197384,0.8529397275259836,4.888763428492342,2.314687596233119,1.8661934393673483,1.2107428452874391,0.9030497374218668,0.5739738382714524,0.34504966477130555,1.8448773064085733,1.12090814216569,0.7219503281297109,0.50390245769362,0.3500524681045017,0.17568616558936967,0.08922722476015123,0.99728047516429,0.45669560216720084,0.28182107861423233,0.17018241966024522,0.11551465481299979,0.04318964281230677,0.014346356092927864,3.0286481230106976,2.2589313937119435,1.9981356220731274,1.500509114070115,1.3081067471344707,0.9830805317016887,0.732625695087522,4.3762464079048975,3.0072981320539123,2.1292401893121373,1.5181819712308586,1.0551818538234918,0.6832259023253454,0.5190359726021718,2.0486128435898534,1.3688974809081238,0.8712141093564075,0.6543625162901683,0.47816445474553604,0.31385010194141394,0.17803021065454397,2.8247797048443726,2.2745011695542026,1.8107676638103822,1.6261018952482242,1.417010752550769,0.9328232907583603,0.6652764833408078,1.0556673516968536,1.0004387753340327,0.7166371398539019,0.579196074357733,0.45786196653106953,0.31040027027591516,0.18679207572680553,4.9168216309125645,3.5061710384800344,2.226359728665301,1.80648718410319,1.3586067440923053,0.8581317676230631,0.6004157698044721,2.652577833836134,1.7197100264730765,1.0802810262750453,0.7719670962135184,0.578437267773779,0.3143586245869973,0.22301359399939175
8,7.56040065886045,5.868657541938711,3.9833512947590126,2.981155782234524,2.2225560144462837,1.5248968828133558,1.0692215595309473,4.167478460814216,2.1203795163073447,1.6032997403197278,1.2632697182391426,1.0085728289345297,0.5878549993383749,0.32982658021720723,1.851245671375218,1.124555439086172,0.690866963408261,0.5296670556281188,0.3514492032653555,0.17229614924241082,0.08908611248114137,1.0485589451756525,0.5113288284953186,0.2823380841993995,0.18002904310719814,0.12037971176114398,0.04162393509586302,0.015879271923529198,2.9781220383278777,2.3522718585432356,1.9860713878459628,1.5133074509864533,1.2608065024111834,0.9613866049107277,0.7073597938525716,4.287522161983406,2.5987011726912743,2.0183827358594466,1.3485859654506895,1.2002372172854976,0.8105642190285406,0.5233458344932981,2.1384593861678125,1.3960644509314086,0.9410959625096131,0.6621564566184732,0.5279370823587657,0.3019248100788594,0.16784677415079513,2.564814750488184,2.515107153014964,1.7248938658015471,1.5561518632317095,1.2267721921038752,0.899302008137171,0.6876722401005498,1.072737649771696,0.8103959105921354,0.7186904421742141,0.6091360305395361,0.4732421689783222,0.3408714144550147,0.2116578572992368,4.601638803921995,3.254814234333698,2.389461776047602,1.894031981531884,1.498189929175333,0.9113900637732079,0.5961917368529595,2.5732876289621003,1.3980733668199459,1.0884069986546743,0.7363937759533654,0.6115575898189884,0.3471736112118935,0.20345812886839748
9,10.026086944830448,5.227616800934955,3.883003962918769,3.0726616325750276,2.5111188045339707,1.4691149931760346,0.9979811093612937,3.8603002785467297,2.551102612267197,1.7895871665350211,1.2486796337881452,0.925887725706556,0.5655976484257571,0.3400432032310183,1.992001651646445,1.1313553579415077,0.7638160022011383,0.5418182034142225,0.34269378933894,0.187960849537525,0.09008050077252176,0.8917735951596312,0.5047424116930966,0.27861887287877085,0.18552496084771505,0.10912122809148818,0.04041960488861568,0.01578745404545774,2.668973518967977,2.12476385982329,1.9106371239926128,1.541364035946441,1.408073033950601,0.9765133163156848,0.7175468042345392,5.263716254552169,2.865914973115014,1.98396639325391,1.5558391513015077,1.1356620433366966,0.7618520972136226,0.47944685753013083,2.196778366865473,1.2032325207787549,0.869409716027025,0.6657907124546665,0.5174893385813633,0.31288308514550583,0.1758935911148511,2.8998698548591313,2.341578051996154,1.8783484607527479,1.56601010628112,1.3878718594875235,0.8606108431587367,0.6151339432621281,1.1797892687558347,0.8400622993824568,0.6515187985114805,0.6075242462112038,0.44554281361826686,0.3065281412801443,0.18696818097399576,5.288684751314653,3.499142987277914,2.300279307706032,1.8161483392048876,1.3450754498672424,0.8567331040989152,0.6003854078672436,3.03185635348666,1.5499109529186408,1.071950900846288,0.8350835158169231,0.6117408406206353,0.35415617443278735,0.2260855246706611
