,HC05,HC10,HC125,HC15,HC_start1,HC_start2,SA01,SA025,SA05,SA10,SA40,SA100,SA_exp,SA_lin,SA_init10,SA_init01
0,1.6810704529725538,0.13980049555303642,0.5739913221509338,0.39581523661867646,0.12787350207398562,1.6950149267353556,1.7805137887425562,1.8275707734474183,1.9288099257486728,0.23094507132933872,0.5011929732646391,1.9653761047850453,1.9099000842783342,2.046843304565377,0.1283312981216882,0.16241045955844063
1,1.678837431974442,0.3767916192628158,0.9652644644262187,0.495419104954532,0.9041893639230011,0.6025269084008087,1.653412792869871,0.24188846987754797,1.971190364252416,0.45490348479075826,0.13885659427272082,0.5113528450551107,0.6386105533008761,1.9427385976820293,0.15109858198110618,1.653113970995771
2,1.6689514325799284,0.22199258204113975,0.43630662310622104,0.5686936802554645,0.7746422040293668,1.6667706509284606,1.6634458339997134,1.637668917807978,2.0035387346866296,1.0650477099398485,1.6482400366950212,0.11165907290111478,1.8939520248838064,1.790870395705871,2.0220497607340087,0.41216264196168695
3,1.6693421350338236,0.522352963010473,0.6315936920228695,0.33762960606903325,2.030315953699177,1.6937764688785366,2.0293370060803757,0.3511332648128995,0.21496074776850985,1.085292693967201,0.23965157396227402,0.1555503149087854,0.5130391539851862,1.9405631723795367,1.9592413167494775,0.1310254256768555
4,1.6639424788498798,0.2954753552007068,0.3287862913981219,0.4330758007685991,0.22300619213947864,1.9422945643595928,1.6409077941233288,0.13030629322434006,1.1901262786422557,0.6665966511029218,1.663908629882083,1.8903441051237326,1.113524855428647,1.709545163997488,0.7519192078953898,1.6321775875996678
5,0.23448890240585768,0.27997644157171486,0.3501989149989378,0.552512296662274,1.690048323930534,1.9461062716500162,2.0286350902090957,0.3345423667315172,1.2728438978886103,1.0161857403066983,1.5026546708016775,0.5573086754026496,0.34127102913811735,2.08908452876895,1.0593102661880125,1.6493758982804427
6,1.6942066033883036,0.43548935341495254,0.4862336822018817,0.23519943748666383,0.17712751619204045,0.22631636101347413,1.8370096673344558,0.1728823206977284,1.9688787837022694,1.2195439997467359,0.2347730180672244,0.14385784382186279,2.0087188472519317,1.975267932519646,1.8899778213604677,0.24667885677546617
7,0.2261069775137209,0.3639998487864021,0.36484042912065395,0.376020040388779,0.24091021932944423,0.16546355848993283,1.6448567205905449,1.789550541930908,0.8618867285923535,0.24520581754036316,0.13773755292309056,1.6941680991139927,2.029202763889401,2.0810982264238396,0.6258634199294029,0.27714496625184304
8,1.6637154342813103,0.4239382102112501,0.28521837387033894,0.4112451933483774,0.1472896760643876,0.7251214154107353,1.6422326762888981,0.14105340644305622,1.968937105989089,0.8670077371735521,1.9012076991123497,0.37520649808619766,0.14973760016454746,1.4720078274267436,1.6911328627646187,1.9436508580994072
9,1.6718527942937342,0.43742183904442666,0.32372298627947305,0.5015488541809595,0.10527202334346591,0.16820361655366017,0.11237596382928107,0.25535567495538003,0.94099324281998,1.1935872863552772,1.8916112791400812,1.1021819318748431,1.8982015790241993,1.6700131774399831,2.0612194435937177,0.23268052047074803
