,HC05,HC10,HC125,HC15,HC_start1,HC_start2,SA01,SA025,SA05,SA10,SA40,SA100,SA_exp,SA_lin,SA_init10,SA_init01
0,2.5839273295826533,2.5839273295826533,2.5839273295826533,2.5839273295826533,2.2443623268109842,2.1188937806485724,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
1,2.4575312402511407,2.4100864815949055,2.53984563766103,2.439169673155391,2.4456511784981387,2.2179356727293844,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
2,2.3771600576456144,2.290378924310478,2.44600154995284,2.356533748622142,2.5066695005807897,2.123084123090569,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
3,2.3191037435789488,2.2864551146806873,2.376219632367433,2.259886585843594,2.222481392550866,2.2617245095179297,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
4,2.1772445027084935,2.2387915688905173,2.3357900283833146,2.156800278502303,2.419974155223356,2.398954826678025,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
5,2.157054464989524,2.1943369703230164,2.3215376824045046,2.1321083133880165,2.036369146058568,2.2029222270136852,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
6,2.138873525967789,2.1856860584926467,2.1949720868424194,2.1321083133880165,2.0984437349829586,2.201045920035834,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
7,2.138873525967789,2.1304785236106816,2.189150554998691,2.128279991577426,1.978791815578658,2.1222808610253754,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
8,2.093524608787288,2.0734163595239905,2.1496739962981017,2.1037602647087006,1.9869138978432324,1.8944104082792792,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
9,2.045464270732485,2.053650062464543,2.148628728596884,2.0720682724574297,1.98654305721676,1.9756409713924297,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
10,2.038908206549529,2.053650062464543,2.148628728596884,2.06879382016281,1.7792747492686916,1.7958754845677358,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
11,2.0350503496707453,2.053650062464543,2.148628728596884,2.06879382016281,1.738889696928588,1.7673432837681349,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
12,2.022288470082038,2.020154387777193,2.1428528043729087,2.0579336656850273,1.544909609387977,1.7189682807853048,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
13,2.0113386619506666,2.020154387777193,2.1003416428109873,2.0438463928854107,1.4716003794827885,1.6515083448898444,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
14,2.00305382394563,1.9979568647405779,2.0695279461869296,2.037858589251382,1.4940060238426733,1.669496110232505,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
15,2.00305382394563,1.9887495368982935,2.0695279461869296,2.0364580705953506,1.4430996253312791,1.6552346205111927,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
16,2.00305382394563,1.9887495368982935,2.0695279461869296,2.0364580705953506,1.4380162445224511,1.6122795448809408,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
17,2.00305382394563,1.9784020937809659,2.05549101125308,2.0364580705953506,1.4506447175483757,1.5488408345101827,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
18,1.98534508089546,1.9784020937809659,2.0422963367034384,2.025477872470953,1.4353120701055735,1.5387354077356232,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
19,1.98534508089546,1.9784020937809659,2.0422963367034384,2.025477872470953,1.4088890371350562,1.519519777713209,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
20,1.9486862515553924,1.9784020937809659,2.0316689818226963,2.00837418243656,1.4004245569691007,1.4873693761899416,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
21,1.9486862515553924,1.9121536913939863,2.0316689818226963,2.00837418243656,1.3916456576610152,1.4871085567983993,2.3942738351331534,2.3044806231480424,2.292610309188929,2.4557360505669346,2.204952295054402,2.2131367237733794,2.1908403519617097,2.2527862717519964,2.79405337509201,1.991886073429444
