,HC,SA
0,2.5839273295826533,2.3693548679183
1,2.5003955253033134,2.3693548679183
2,2.3570176942276,2.3693548679183
3,2.352374434906987,2.3693548679183
4,2.2284971480258524,2.3693548679183
5,2.130408930719321,2.3693548679183
6,2.120065489771713,2.3693548679183
7,2.113555538559353,2.3693548679183
8,2.1105454031151214,2.3693548679183
9,2.1105454031151214,2.3693548679183
10,2.0728725327523168,2.3693548679183
11,2.072624390466998,2.3693548679183
12,2.06903054517509,2.3693548679183
13,2.0563041831525313,2.3693548679183
14,2.0321387992388957,2.3693548679183
15,2.0010114692358694,2.3693548679183
16,2.0010114692358694,2.3693548679183
17,2.0010114692358694,2.3693548679183
18,2.0010114692358694,2.3693548679183
19,1.9819372959571708,2.3693548679183
20,1.9793693523703026,2.3693548679183
21,1.9793693523703026,2.3693548679183
22,1.9740382267694405,2.3693548679183
23,1.9740382267694405,2.3693548679183
24,1.9740382267694405,2.3693548679183
25,1.9550926660840746,2.3693548679183
26,1.9547500718818562,2.3693548679183
27,1.9381680601430387,2.3693548679183
28,1.9381680601430387,2.3693548679183
29,1.9381680601430387,2.3693548679183
30,1.9381680601430387,2.3693548679183
31,1.9381680601430387,2.3693548679183
32,1.9381680601430387,2.3693548679183
33,1.9381680601430387,2.3693548679183
34,1.9381680601430387,2.3693548679183
35,1.9381680601430387,2.3693548679183
36,1.9381680601430387,2.3693548679183
37,1.9381680601430387,2.3693548679183
38,1.9381680601430387,2.3693548679183
39,1.9329594349868224,2.3693548679183
40,1.9329594349868224,2.3693548679183
41,1.9129218093904379,2.3693548679183
42,1.9129218093904379,2.3693548679183
43,1.8437177248914993,2.3693548679183
44,1.8437177248914993,2.3693548679183
45,1.8437177248914993,2.3693548679183
46,1.8400022005519894,2.3693548679183
47,1.8400022005519894,2.3693548679183
48,1.8400022005519894,2.3693548679183
49,1.8400022005519894,2.3693548679183
50,1.8313910344437798,2.257110049859194
51,1.8313910344437798,2.257110049859194
52,1.8313910344437798,2.257110049859194
53,1.8313910344437798,2.257110049859194
54,1.8313910344437798,2.257110049859194
55,1.8313910344437798,2.257110049859194
56,1.8313910344437798,2.257110049859194
57,1.8313910344437798,2.257110049859194
58,1.8313910344437798,2.257110049859194
59,1.8313910344437798,2.257110049859194
60,1.8313910344437798,2.257110049859194
61,1.8313910344437798,2.257110049859194
62,1.8294038686804164,2.257110049859194
63,1.8294038686804164,2.257110049859194
64,1.8294038686804164,2.257110049859194
65,1.8294038686804164,2.257110049859194
66,1.8294038686804164,2.257110049859194
67,1.8294038686804164,2.257110049859194
68,1.8294038686804164,2.257110049859194
69,1.8294038686804164,2.257110049859194
70,1.8294038686804164,2.257110049859194
71,1.8294038686804164,2.257110049859194
72,1.8294038686804164,2.257110049859194
73,1.8280358266524974,2.257110049859194
74,1.8280358266524974,2.257110049859194
75,1.8280358266524974,2.257110049859194
76,1.8280358266524974,2.257110049859194
77,1.8280358266524974,2.257110049859194
78,1.8280358266524974,2.257110049859194
79,1.8280358266524974,2.257110049859194
80,1.8280358266524974,2.257110049859194
81,1.8280358266524974,2.257110049859194
82,1.8280358266524974,2.257110049859194
83,1.8275852474026049,2.257110049859194
84,1.8275852474026049,2.257110049859194
85,1.765145148276854,2.257110049859194
86,1.765145148276854,2.257110049859194
87,1.765145148276854,2.257110049859194
88,1.7638518267162528,2.257110049859194
89,1.7624310790884867,2.257110049859194
90,1.7624310790884867,2.257110049859194
91,1.7622307269712325,2.257110049859194
92,1.7590647717368502,2.257110049859194
93,1.7590647717368502,2.257110049859194
94,1.7590647717368502,2.257110049859194
95,1.7590647717368502,2.257110049859194
96,1.7577593450172004,2.257110049859194
97,1.7577593450172004,2.257110049859194
98,1.7577593450172004,2.257110049859194
99,1.7577593450172004,2.257110049859194
100,1.7564195347445948,2.073251498242101
101,1.7564195347445948,2.073251498242101
102,1.7564195347445948,2.073251498242101
103,1.7564195347445948,2.073251498242101
104,1.7564195347445948,2.073251498242101
105,1.7564195347445948,2.073251498242101
106,1.7564195347445948,2.073251498242101
107,1.7564195347445948,2.073251498242101
108,1.7564195347445948,2.073251498242101
109,1.7564195347445948,2.073251498242101
110,1.7564195347445948,2.073251498242101
111,1.7564195347445948,2.073251498242101
112,1.7563859511231124,2.073251498242101
113,1.7563859511231124,2.073251498242101
114,1.7563859511231124,2.073251498242101
115,1.7563859511231124,2.073251498242101
116,1.7563859511231124,2.073251498242101
117,1.7562268527650229,2.073251498242101
