,HC,SA
0,2.583927329582653,2.4022562362926365
1,2.583927329582653,2.4022562362926365
2,2.3162879433239887,2.4022562362926365
3,2.3162879433239887,2.4022562362926365
4,2.100312514076657,2.4022562362926365
5,2.081274296614277,2.4022562362926365
6,2.081274296614277,2.4022562362926365
7,2.081274296614277,2.4022562362926365
8,1.937340760823505,2.4022562362926365
9,1.937340760823505,2.4022562362926365
10,1.937340760823505,2.4022562362926365
11,1.937340760823505,2.4022562362926365
12,1.937340760823505,2.4022562362926365
13,1.805414376092265,2.4022562362926365
14,1.805414376092265,2.4022562362926365
15,1.805414376092265,2.4022562362926365
16,1.805414376092265,2.4022562362926365
17,1.805414376092265,2.4022562362926365
18,1.805414376092265,2.4022562362926365
19,1.805414376092265,2.4022562362926365
20,1.805414376092265,2.4022562362926365
21,1.805414376092265,2.4022562362926365
22,1.805414376092265,2.4022562362926365
23,1.805414376092265,2.4022562362926365
24,1.805414376092265,2.4022562362926365
25,1.805414376092265,2.4022562362926365
26,1.805414376092265,2.4022562362926365
27,1.805414376092265,2.4022562362926365
28,1.805414376092265,2.4022562362926365
29,1.805414376092265,2.4022562362926365
30,1.805414376092265,2.4022562362926365
31,1.805414376092265,2.4022562362926365
32,1.805414376092265,2.4022562362926365
33,1.805414376092265,2.4022562362926365
34,1.805414376092265,2.4022562362926365
35,1.805414376092265,2.4022562362926365
36,1.805414376092265,2.4022562362926365
37,1.805414376092265,2.4022562362926365
38,1.805414376092265,2.4022562362926365
39,1.805414376092265,2.4022562362926365
40,1.805414376092265,2.4022562362926365
41,1.805414376092265,2.4022562362926365
42,1.805414376092265,2.4022562362926365
43,1.805414376092265,2.4022562362926365
44,1.805414376092265,2.4022562362926365
45,1.805414376092265,2.4022562362926365
46,1.7868367543947175,2.4022562362926365
47,1.7868367543947175,2.4022562362926365
48,1.7868367543947175,2.4022562362926365
49,1.7868367543947175,2.4022562362926365
50,1.7868367543947175,2.1986940254820673
51,1.7868367543947175,2.1986940254820673
52,1.7868367543947175,2.1986940254820673
53,1.7868367543947175,2.1986940254820673
54,1.7868367543947175,2.1986940254820673
55,1.7868367543947175,2.1986940254820673
56,1.7868367543947175,2.1986940254820673
57,1.7868367543947175,2.1986940254820673
58,1.7868367543947175,2.1986940254820673
59,1.7868367543947175,2.1986940254820673
60,1.7868367543947175,2.1986940254820673
61,1.7868367543947175,2.1986940254820673
62,1.7868367543947175,2.1986940254820673
63,1.7868367543947175,2.1986940254820673
64,1.7868367543947175,2.1986940254820673
65,1.7868367543947175,2.1986940254820673
66,1.7868367543947175,2.1986940254820673
67,1.7744494222673721,2.1986940254820673
68,1.7744494222673721,2.1986940254820673
69,1.7744494222673721,2.1986940254820673
70,1.7744494222673721,2.1986940254820673
71,1.7744494222673721,2.1986940254820673
72,1.7744494222673721,2.1986940254820673
73,1.7744494222673721,2.1986940254820673
74,1.7744494222673721,2.1986940254820673
75,1.7744494222673721,2.1986940254820673
76,1.7744494222673721,2.1986940254820673
77,1.7744494222673721,2.1986940254820673
78,1.7744494222673721,2.1986940254820673
79,1.7744494222673721,2.1986940254820673
80,1.7744494222673721,2.1986940254820673
81,1.723594011311371,2.1986940254820673
82,1.723594011311371,2.1986940254820673
83,1.723594011311371,2.1986940254820673
84,1.723594011311371,2.1986940254820673
85,1.723594011311371,2.1986940254820673
86,1.723594011311371,2.1986940254820673
87,1.723594011311371,2.1986940254820673
88,1.723594011311371,2.1986940254820673
89,1.723594011311371,2.1986940254820673
90,1.5334255070067182,2.1986940254820673
91,1.5334255070067182,2.1986940254820673
92,1.517595730834807,2.1986940254820673
93,1.517595730834807,2.1986940254820673
94,1.517595730834807,2.1986940254820673
95,1.517595730834807,2.1986940254820673
96,1.517595730834807,2.1986940254820673
97,1.517595730834807,2.1986940254820673
98,1.517595730834807,2.1986940254820673
99,1.517595730834807,2.1986940254820673
100,1.517595730834807,1.9859486004014018
101,1.517595730834807,1.9859486004014018
102,1.517595730834807,1.9859486004014018
103,1.376641783272246,1.9859486004014018
104,1.376641783272246,1.9859486004014018
105,1.376641783272246,1.9859486004014018
106,1.376641783272246,1.9859486004014018
107,1.376641783272246,1.9859486004014018
108,1.376641783272246,1.9859486004014018
109,1.376641783272246,1.9859486004014018
110,1.376641783272246,1.9859486004014018
111,1.376641783272246,1.9859486004014018
112,1.376641783272246,1.9859486004014018
113,1.376641783272246,1.9859486004014018
114,1.376641783272246,1.9859486004014018
115,1.376641783272246,1.9859486004014018
116,1.376641783272246,1.9859486004014018
