,HC_mean,HC_std,SA_mean,SA_std
0,0.585981886481465,0.4878909859123121,0.9378722053072779,0.7200021499988637
1,0.471108163362378,0.2744010739455481,0.700371466229731,0.7712226412443717
2,0.5028972507452675,0.3612782376420687,0.8644711999533906,0.7819248502484798
3,0.4974771774011309,0.42986689635041586,0.856269109605155,0.7513262175535667
4,0.7686762152810958,0.6035907087172848,1.185539543640172,0.7877149410327187
5,0.5974027181364656,0.495333122785459,0.9387783107705988,0.7971919428183304
6,0.3601307328427162,0.10768084453315767,1.0093616820398754,0.7801943975344057
7,0.4215806159427734,0.13231613952652607,1.0350483122593084,0.6762891128791192
8,0.3528226235689765,0.09048300129555364,1.2386583753769351,0.6760266939157009
9,0.38190891626162016,0.2694983515424549,0.8538433344529842,0.7332323803923124
