,HC_mean,HC_std,SA_mean,SA_std
0,0.5072448800408627,0.4131388249284412,1.480479525638123,0.7602577155731136
1,0.587576457816742,0.48031894195997604,1.060255801784855,0.7981529016898725
2,0.5627112179913794,0.4320403068339955,0.9200931436586507,0.7922634578654016
3,0.3675109295629199,0.08445452784766366,0.7088280043122674,0.775038407548757
4,0.5872236125579003,0.49104681888913687,1.2022496446539785,0.7593029155744917
5,0.5250542323449218,0.46920115293958037,0.8900318402678855,0.8218867416085356
6,0.633125955604721,0.5705624925118754,0.568407720004146,0.6985805700152935
7,0.32707844517089163,0.08933202550138433,0.8467782811238277,0.6130469350208329
8,0.5013197147326139,0.33451694525034514,0.7296253320688877,0.5929756142680174
9,0.4980137034215468,0.40767336407076626,1.0286862864840005,0.5657229005601051
