,HClow,HChigh
0,2.583927329582654,2.583927329582654
1,2.4499847662430105,2.469041474082754
2,2.330226459664614,2.3199004502142992
3,2.236638008600827,2.250328508385535
4,2.192487074417038,2.2203387512829504
5,2.1867594151560015,2.207195255483634
6,2.1223315291172358,2.157090330120542
7,2.0295119318668506,2.1298356607131743
8,2.004864774901039,2.1145356604143513
9,1.9782096597094305,2.086466494527863
10,1.9635617603456204,2.086466494527863
11,1.9635617603456204,2.0680143126606363
12,1.9595388945496583,2.0680143126606363
13,1.949833464310946,2.0604211596561455
14,1.936838420821255,2.028583962269705
15,1.9184424435167329,2.0249471874646217
16,1.9068111148117386,2.0151910502423602
17,1.905035198235438,1.9738173181936824
18,1.8998016954548034,1.9738173181936824
19,1.89846898429654,1.9555522473949072
20,1.8794530928323467,1.950565426184168
21,1.8740871350955535,1.9153474823876069
22,1.8706336863144732,1.9135947136444957
23,1.8512888763256075,1.9039506223319211
24,1.8512888763256075,1.9000923116017998
25,1.8435019222683895,1.9000923116017998
26,1.8408522462216494,1.8978809396455025
27,1.8369257707838342,1.890563246523885
28,1.8340360976026377,1.86608750883957
29,1.8340360976026377,1.854557596473328
30,1.8290485595196184,1.8469842390539755
31,1.8290485595196184,1.8448891714381377
32,1.8245539661588766,1.8448891714381377
33,1.823879940344393,1.8448891714381377
34,1.823879940344393,1.8422073030457908
35,1.8206225662621767,1.8393131086694194
36,1.8206225662621767,1.8382078354150075
37,1.8206225662621767,1.813513662637286
38,1.8206225662621767,1.808140138776654
39,1.8206225662621767,1.79927465420154
40,1.8206225662621767,1.79927465420154
41,1.8206225662621767,1.791739080479277
42,1.8202068815737713,1.7634558077980353
43,1.8202068815737713,1.7609953189960075
44,1.8199851562004352,1.7609953189960075
45,1.8199851562004352,1.7609953189960075
46,1.8095247090559705,1.7566069765943932
47,1.8095247090559705,1.7555817753228995
48,1.8095247090559705,1.7555817753228995
49,1.8095247090559705,1.7555817753228995
50,1.8095247090559705,1.7527874790479128
51,1.8095247090559705,1.7527874790479128
52,1.8095247090559705,1.7497676046245811
53,1.807338974190215,1.7497676046245811
54,1.807338974190215,1.7497676046245811
55,1.8072705632088637,1.7474552645541386
56,1.8072705632088637,1.7474552645541386
57,1.8037876340949361,1.7474552645541386
58,1.8037876340949361,1.7474552645541386
59,1.8037876340949361,1.7474552645541386
60,1.8027381568078469,1.7474552645541386
61,1.8027381568078469,1.739061031443811
62,1.7999477887007778,1.7352154623248248
63,1.7994827671111173,1.7352154623248248
64,1.7994827671111173,1.7352154623248248
65,1.795525440447951,1.732630821883985
66,1.795525440447951,1.732630821883985
67,1.7910450043997894,1.732630821883985
68,1.7896801962897242,1.732630821883985
69,1.7896801962897242,1.732296305613533
70,1.7896801962897242,1.689866129649658
71,1.7896801962897242,1.689866129649658
72,1.7896801962897242,1.689866129649658
73,1.7896801962897242,1.6730241095182545
74,1.7896801962897242,1.6702009166642715
75,1.7896801962897242,1.6697038107546756
76,1.7896801962897242,1.6697038107546756
77,1.7896801962897242,1.655145309358201
78,1.7896801962897242,1.6401701702079525
79,1.7896520503360638,1.6303596550407617
80,1.7891140093052216,1.6303596550407617
81,1.7891140093052216,1.6303596550407617
82,1.7869835486147216,1.6303596550407617
83,1.7869835486147216,1.6267212966404632
84,1.7869835486147216,1.6267212966404632
85,1.7869835486147216,1.6267212966404632
86,1.7869835486147216,1.6197846330913144
87,1.7812616606105398,1.6197846330913144
88,1.7812616606105398,1.6197846330913144
89,1.7812616606105398,1.6197541117590506
90,1.7812616606105398,1.6197541117590506
91,1.7812616606105398,1.6197541117590506
92,1.7812616606105398,1.6025544176512914
93,1.7812616606105398,1.6025544176512914
94,1.7812616606105398,1.6025544176512914
95,1.7812616606105398,1.6025544176512914
96,1.7812616606105398,1.6025544176512914
97,1.7812616606105398,1.6025544176512914
98,1.7812616606105398,1.6019794593854833
99,1.7812616606105398,1.6019794593854833
100,1.7812616606105398,1.5770452525625172
101,1.7812616606105398,1.5764250987848678
102,1.7812616606105398,1.5611528085919242
103,1.777133163325291,1.5611528085919242
104,1.777133163325291,1.5611528085919242
105,1.777133163325291,1.5611528085919242
106,1.777133163325291,1.5447108668367464
107,1.777133163325291,1.5447108668367464
108,1.777133163325291,1.4989630533487783
109,1.777133163325291,1.4989630533487783
110,1.777133163325291,1.4989630533487783
111,1.777133163325291,1.4989630533487783
112,1.777133163325291,1.4709207171577376
113,1.777133163325291,1.4709207171577376
114,1.777133163325291,1.4709207171577376
115,1.777133163325291,1.4709207171577376
116,1.777133163325291,1.4709207171577376
117,1.777133163325291,1.4709207171577376
118,1.7765887316270095,1.4596521037926258
119,1.7765887316270095,1.4596521037926258
120,1.7765887316270095,1.4596521037926258
121,1.7746178208491983,1.4596521037926258
122,1.7746178208491983,1.4596521037926258
123,1.7746178208491983,1.4596521037926258
124,1.7746178208491983,1.4596521037926258
125,1.7746178208491983,1.4596521037926258
126,1.7702872256243745,1.4596521037926258
127,1.7702872256243745,1.4595989663249553
128,1.7702872256243745,1.4595989663249553
129,1.7702872256243745,1.4595989663249553
130,1.7702872256243745,1.4595989663249553
131,1.7702872256243745,1.4595989663249553
132,1.7700457451442384,1.4595989663249553
133,1.7700457451442384,1.4595989663249553
134,1.7666260399910552,1.4595989663249553
135,1.7666260399910552,1.4595989663249553
136,1.7666260399910552,1.4595989663249553
137,1.7649054439149352,1.4585315622317054
138,1.7649054439149352,1.4585315622317054
139,1.7649054439149352,1.4585315622317054
140,1.7649054439149352,1.4585315622317054
141,1.7630292367038258,1.456077091567192
142,1.7630292367038258,1.456077091567192
143,1.7630292367038258,1.4284405384280896
144,1.7600161086145096,1.4284405384280896
145,1.7600161086145096,1.4067993480872834
146,1.7600161086145096,1.4067993480872834
147,1.7600161086145096,1.3974341689100953
148,1.7600161086145096,1.3859498494153666
149,1.7582935140504914,1.3859498494153666
150,1.7582935140504914,1.3859498494153666
151,1.7582935140504914,1.3859498494153666
152,1.7582935140504914,1.3859498494153666
153,1.7582928591550986,1.3859498494153666
154,1.7582928591550986,1.3854744087814375
155,1.75711872831814,1.3854744087814375
156,1.7557619338056267,1.3854744087814375
157,1.7456981522945196,1.3791693848841218
158,1.7433440124802442,1.3791693848841218
159,1.7433440124802442,1.3627641700195265
160,1.7433440124802442,1.3627641700195265
161,1.7433440124802442,1.3627641700195265
162,1.7426566071467198,1.3605895571227096
163,1.7426566071467198,1.3605895571227096
164,1.7426566071467198,1.3605895571227096
165,1.7424357699744975,1.3605895571227096
166,1.7424357699744975,1.3605895571227096
167,1.7424357699744975,1.3605895571227096
168,1.7424357699744975,1.3605895571227096
169,1.7424357699744975,1.3605895571227096
170,1.7424357699744975,1.3603678721361103
171,1.7424357699744975,1.344401962326455
172,1.7424357699744975,1.344401962326455
173,1.7424357699744975,1.344401962326455
174,1.7424357699744975,1.344401962326455
175,1.7423564338713107,1.320385431672628
176,1.7374372015392423,1.3199653567541303
177,1.7374372015392423,1.3199653567541303
178,1.7374372015392423,1.3199653567541303
179,1.7374372015392423,1.3199653567541303
180,1.7361464438496905,1.3199653567541303
181,1.7361464438496905,1.3199653567541303
182,1.7359352048927268,1.3199653567541303
183,1.7359352048927268,1.3199653567541303
184,1.7359352048927268,1.3199653567541303
185,1.7359352048927268,1.2899249965901007
186,1.7359352048927268,1.2899249965901007
187,1.7359352048927268,1.2899249965901007
188,1.734494963051196,1.28936866742016
189,1.734494963051196,1.286499358068986
190,1.734494963051196,1.286499358068986
191,1.734494963051196,1.286499358068986
192,1.734494963051196,1.286499358068986
193,1.734494963051196,1.286499358068986
194,1.734494963051196,1.286499358068986
195,1.734494963051196,1.286499358068986
196,1.734494963051196,1.286499358068986
197,1.734494963051196,1.2706739473668274
198,1.734494963051196,1.2706739473668274
199,1.734494963051196,1.2706739473668274
200,1.734494963051196,1.2706739473668274
201,1.734494963051196,1.2706739473668274
202,1.734494963051196,1.2706739473668274
203,1.734494963051196,1.2706739473668274
204,1.734494963051196,1.2706739473668274
205,1.734494963051196,1.2706739473668274
206,1.734494963051196,1.2706739473668274
207,1.734494963051196,1.2706739473668274
208,1.7329005237238333,1.2706739473668274
209,1.7329005237238333,1.2706739473668274
210,1.7329005237238333,1.2706739473668274
211,1.7329005237238333,1.2706739473668274
212,1.7329005237238333,1.2683732454280814
213,1.7329005237238333,1.2683732454280814
214,1.7329005237238333,1.2683732454280814
215,1.7329005237238333,1.2683732454280814
216,1.7329005237238333,1.2683732454280814
217,1.7329005237238333,1.2683732454280814
218,1.7306075357302817,1.2626922318797524
219,1.7306075357302817,1.2536424149031284
220,1.7306075357302817,1.2536424149031284
221,1.7306075357302817,1.2536424149031284
222,1.7306075357302817,1.2517180983907807
223,1.7306075357302817,1.2517180983907807
224,1.7306075357302817,1.2132281128802487
225,1.7306075357302817,1.2132281128802487
226,1.7306075357302817,1.1958382402150731
227,1.7301457440640275,1.1958382402150731
228,1.7301457440640275,1.1958382402150731
229,1.7277656328665127,1.1879043637882682
230,1.7277656328665127,1.1876308907345894
231,1.7277656328665127,1.1876308907345894
232,1.7277656328665127,1.1876308907345894
233,1.7277656328665127,1.1876308907345894
234,1.7277656328665127,1.1876308907345894
235,1.7277656328665127,1.1876308907345894
236,1.7274932710002466,1.1876308907345894
237,1.7274932710002466,1.1876308907345894
238,1.7274932710002466,1.1788500875542742
239,1.7274932710002466,1.1788500875542742
240,1.7274932710002466,1.178544495916344
241,1.7274932710002466,1.178544495916344
242,1.7274932710002466,1.178544495916344
243,1.7274932710002466,1.178544495916344
244,1.7260490342933,1.178544495916344
245,1.7260490342933,1.178544495916344
246,1.7230727762172933,1.178544495916344
247,1.7230727762172933,1.178544495916344
248,1.7230727762172933,1.178544495916344
249,1.7230727762172933,1.178544495916344
250,1.7230727762172933,1.178544495916344
251,1.7230727762172933,1.178544495916344
252,1.7230727762172933,1.1715601055917257
253,1.7230727762172933,1.1715601055917257
254,1.7230727762172933,1.1715601055917257
255,1.7230727762172933,1.1715601055917257
256,1.7230727762172933,1.1715601055917257
257,1.7230727762172933,1.1715601055917257
258,1.7230727762172933,1.1715601055917257
259,1.7230727762172933,1.1715601055917257
260,1.7230727762172933,1.1715601055917257
261,1.7230727762172933,1.1702568230208035
262,1.7230727762172933,1.1702568230208035
263,1.7230727762172933,1.1702568230208035
264,1.7230727762172933,1.1702568230208035
265,1.7230727762172933,1.14651424717256
266,1.7230727762172933,1.14651424717256
267,1.7230727762172933,1.14651424717256
268,1.7230727762172933,1.1433595624799613
269,1.7230727762172933,1.1433595624799613
270,1.7230727762172933,1.1383582866629771
271,1.7193675047637709,1.1383582866629771
272,1.7193675047637709,1.1383582866629771
273,1.7193675047637709,1.1383582866629771
274,1.7193675047637709,1.1383582866629771
275,1.7193675047637709,1.1383582866629771
276,1.7193675047637709,1.1381067331330652
277,1.7193675047637709,1.1381067331330652
278,1.7193675047637709,1.1377411867949623
279,1.7193675047637709,1.1377411867949623
280,1.7187582411341058,1.1377411867949623
281,1.7187582411341058,1.1377411867949623
282,1.7187582411341058,1.1377411867949623
283,1.7187582411341058,1.1377411867949623
284,1.718723143253916,1.1377411867949623
285,1.718723143253916,1.1377411867949623
286,1.718723143253916,1.1377411867949623
287,1.7156380914630076,1.1377411867949623
288,1.71477097236738,1.1377411867949623
289,1.71477097236738,1.131285566960395
290,1.71477097236738,1.1229382388215143
291,1.71477097236738,1.1229382388215143
292,1.71477097236738,1.1229382388215143
293,1.71477097236738,1.1229382388215143
294,1.7090200829874163,1.1229382388215143
295,1.7090200829874163,1.1229382388215143
296,1.7090200829874163,1.1229382388215143
297,1.7090200829874163,1.1229382388215143
298,1.7090200829874163,1.1229382388215143
299,1.7090200829874163,1.1229382388215143
300,1.7090200829874163,1.1229382388215143
301,1.7090200829874163,1.1229382388215143
