,SA,SAlin,SAexp,SA1,SA2
0,2.583927329582654,2.583927329582654,2.583927329582654,2.2443623268109847,2.1188937806485724
1,2.3678653325742154,2.367967010419806,2.4780287237185923,2.263905615087637,2.332558465921775
2,2.2927367292071072,2.3549660812323885,2.298840678602793,2.2409153056181297,2.493399146820409
3,2.3105277456140505,2.460123316760854,2.447679831758982,2.274189628961457,2.4896051578172917
4,2.3410853048044054,2.3425977616234097,2.3343258781166334,2.343629910563534,2.3189223393116296
5,2.2077392297166316,2.4687724033627276,2.4956849336437643,2.213172988171632,2.4735498491405
6,2.207464686353325,2.343178556781343,2.3451101658214486,2.0729781337708926,2.301033877988476
7,2.08621510389145,2.358187637998112,2.3543982945083393,1.953720251695395,2.1515406851692958
8,1.9739083484499151,2.395407101049837,2.257197721060393,1.8976211530933798,2.214991448458363
9,1.9904774192793302,2.290413791320038,2.408431968335331,1.8676851418540779,2.127957596915564
10,1.8747246592395876,2.2826498605357393,2.2573539898291846,1.8042568953212406,1.992049747071725
11,1.6857710517912137,2.372427582020344,2.331305599564354,1.62522202692939,1.9214066516978066
12,1.6309596954680174,2.3067937896676325,2.240111726231493,1.545434325484474,1.9313766031037725
13,1.6215758416614015,2.3917705151429827,2.234737746756207,1.4584085135513885,1.87251170983044
14,1.610441566415144,2.4174567875851256,2.287925127932037,1.3759445852298566,1.8896875722939923
15,1.499530405778673,2.3803915941529783,2.208725851303662,1.3308205654222212,1.8198586514072326
16,1.5028031301417695,2.197980502860289,2.216757298530752,1.2819406993076228,1.7828973088270346
17,1.4964824719103846,2.3951791589296207,2.2442786670078987,1.2785506668428457,1.7372909064594944
18,1.4402386860158243,2.2280757476297817,2.1615813498122076,1.2504462519699218,1.6692371755506634
19,1.3898094627502302,2.18268442404998,2.182361319587141,1.1921871818765397,1.6516449218020104
20,1.3873748260028294,2.384629587399825,2.235468286291953,1.181167503769689,1.6408225158012217
21,1.371278477518014,2.2995057845181774,2.15763190445534,1.1606290718342127,1.633980579296422
22,1.3513679603433522,2.3895889010413716,2.094858883195074,1.150325991223222,1.6215827924002382
23,1.3269429053835187,2.4024334887464307,2.019622272971014,1.141265818410753,1.5930467739999854
24,1.3170526104818532,2.3011866964529957,1.9958075149520413,1.1298212399197662,1.5807530129404095
25,1.3068708159611915,2.275290167791683,1.9738563930899515,1.1146452450203639,1.5734003101732033
26,1.2763315209382986,2.531010788637027,1.9301978649086753,1.106877890072466,1.5710070560419103
27,1.2575355800579113,2.3264021183111674,1.984958908824859,1.080433077426031,1.5585715837708634
28,1.2434708630663978,2.4303395343728305,1.9374321883768537,1.0726816062510427,1.54055791760881
29,1.2409952235678565,2.466846558074483,1.8458409188993772,1.0661468360410062,1.5422198978688066
30,1.2145339779146826,2.4787195737543772,1.8143130145388675,1.0588653159841594,1.533918348789211
31,1.1947646461876977,2.310225030807683,1.7727477181197224,1.0320842597788713,1.5165861620161463
32,1.1818287767072473,2.298538950903031,1.734349942455178,1.014952958132296,1.4958443924885856
33,1.169203510753008,2.35776254222044,1.701105904015134,1.01154521783447,1.4960172485787517
34,1.1584855909017975,2.4691964476068664,1.7347471339379026,1.005018826907854,1.49358866653051
35,1.1507043044720349,2.2784738023495565,1.7355757562758432,0.9960651466231758,1.4786268649068137
36,1.146828834329457,2.4145181042316595,1.7398096326160093,0.9864765264059071,1.4789523521461518
37,1.1455151809500557,2.4184850852574495,1.7149889339427826,0.967237864072149,1.4726898419661905
38,1.1278336989538102,2.3757017482250617,1.6394841142670185,0.9566538502031262,1.4704040275740624
39,1.1133454030321523,2.347399118012752,1.6105856548419581,0.9571826460737891,1.4613900564519033
40,1.1047274897674806,2.346356348448373,1.546613432909603,0.9448446770963816,1.4471079272442773
41,1.0984915823786285,2.3211528373259256,1.4821133614221076,0.9439381340499153,1.4402663085197513
