,HC,SA
0,2.686621186162098,3.027239631644044
1,2.5742463594602025,2.7305749954680345
2,2.5181897405762914,2.7190197312688777
3,2.4702061961628687,2.6284753175194138
4,2.3465069609817117,2.618659919747704
5,2.3328783328898846,2.608949945515101
6,2.3208426388315218,2.474320231875253
7,2.3126898159707476,2.3276224398204186
8,2.2905575325367917,2.3922365543321336
9,2.2768739281507235,2.3049428931520466
10,2.275427822877528,2.35240570517944
11,2.275427822877528,2.280383018023654
12,2.275427822877528,2.3112106222323554
13,2.275427822877528,2.1542267731422124
14,2.275427822877528,2.1652452292710933
15,2.238301749237263,2.2200180715686595
16,2.2358623205264787,2.2402282064657104
17,2.2351369468996394,2.168193424730086
18,2.233214372824548,2.2386907785926318
19,2.2292456741930367,2.2491307899904984
20,2.2262310666145013,2.2058480166780488
21,2.2251413059977367,2.2563283544864063
22,2.21911993175261,2.193541541088133
23,2.21911993175261,2.2398011769107984
24,2.21911993175261,2.267796463709717
25,2.21844006273331,2.3794232507951536
26,2.21844006273331,2.401577657571437
27,2.21844006273331,2.4026496295189106
28,2.21844006273331,2.4078336655205854
29,2.21844006273331,2.3978680797145238
30,2.21844006273331,2.3637050839024103
31,2.2169020114692666,2.366638046816704
32,2.2169020114692666,2.3523382829573793
33,2.2169020114692666,2.321594087879721
34,2.21655541639223,2.3177865188101334
35,2.216534543344998,2.3474469944520724
36,2.216534543344998,2.3360607547887104
37,2.216534543344998,2.3502893509621896
38,2.216534543344998,2.3605637582662693
39,2.216534543344998,2.409929744293755
40,2.216534543344998,2.4182446243359523
41,2.216302539017472,2.4262935841536106
42,2.216302539017472,2.4114690399107537
43,2.216302539017472,2.412321419622463
44,2.216302539017472,2.41636601586958
45,2.216302539017472,2.4114042227800336
46,2.216302539017472,2.396460754249166
47,2.216302539017472,2.4043109078058222
48,2.2029875353573583,2.4014435559294323
49,2.1984577687305964,2.38917966262461
50,2.188441753347798,2.3764765627576097
51,2.188441753347798,2.3876114902766616
52,2.188441753347798,2.3577385636308943
53,2.188441753347798,2.361012743972971
54,2.188441753347798,2.3568951927378303
55,2.188441753347798,2.3503468043632143
56,2.1866325863307297,2.3527705728845447
57,2.186537640697323,2.362322599356166
58,2.186405679185598,2.345485480965716
59,2.186405679185598,2.345327158586953
60,2.1860744258878055,2.3244605413176513
61,2.1860304188875253,2.3000277224035806
62,2.1860304188875253,2.282905270414829
63,2.1860304188875253,2.2867492961912546
64,2.1860304188875253,2.2913751344256443
65,2.1860304188875253,2.294886758548584
66,2.1860304188875253,2.299909626437062
67,2.1860304188875253,2.299837417792214
68,2.1860304188875253,2.2908492639699976
69,2.175640103134336,2.283728338138021
70,2.172534958478337,2.265027405034827
71,2.172534958478337,2.261629550131036
72,2.172534958478337,2.261053147493978
73,2.172534958478337,2.2513889711381037
74,2.172534958478337,2.249872398583917
