,HC,SA
0,3.1895952863852117,4.215317490228866
1,3.055498387982084,2.9109320798738936
2,2.7800928774482108,2.62881436111633
3,2.522661413833927,2.5702518825360157
4,2.318962749258669,2.5850297101550024
5,2.318962749258669,2.448448213848424
6,2.3079806517889305,2.44665766898623
7,2.3079806517889305,2.5202518389827144
8,2.3079291305494936,2.259267872604784
9,2.237722678186279,2.262830599882955
10,2.148272880583182,2.162312507634809
11,2.138227122401845,2.1993001419141285
12,2.125543851694826,2.246471879119482
13,2.1249694964644843,2.2505579553923933
14,2.1249694964644843,2.2788821535051285
15,2.124855730433827,2.3120133777275464
16,2.1244312509360754,2.247723773256341
17,2.112459182081293,2.3133853289564312
18,2.1119746195800637,2.278833668450184
19,2.1117843350093706,2.307851830803943
20,2.1117843350093706,2.3336607443724406
21,2.1117843350093706,2.3449119628241055
22,2.1117843350093706,2.305800514866373
23,2.111496980244741,2.2711197196206188
24,2.097653385298432,2.217861036824403
25,2.0912650221146225,2.2501638726711293
26,2.091218876012952,2.268080533313667
27,2.091218876012952,2.3534451993476733
28,2.091218876012952,2.33411558835325
29,2.0874545622833662,2.3002090650676688
30,2.087315418911278,2.265151779741151
31,2.087315418911278,2.16992390102811
32,2.087315418911278,2.1502445239906924
33,2.0869373754519707,2.2167179551786584
34,2.086892164592235,2.237703945859826
35,2.07817756929503,2.2299408454767797
36,2.078168322408046,2.227777441298099
37,2.0780993346552132,2.2552007230943434
38,2.0780993346552132,2.204787468233535
39,2.0772926964259,2.194438844389628
40,2.0772926964259,2.2205300014947045
41,2.0632787576558136,2.2393706627629357
42,2.048773858622772,2.279363470792494
43,2.043692668457749,2.2407371827736413
44,2.043692668457749,2.2406414705469344
45,2.043622640134684,2.2241281671568705
46,2.043622640134684,2.2308069804076207
47,2.0422988387137884,2.2334991716210806
48,2.0422988387137884,2.2835105170862637
49,2.0422988387137884,2.293625260415163
50,2.0422988387137884,2.3345704605571096
51,2.0422988387137884,2.3413797479175065
52,2.0422988387137884,2.361870955264904
53,2.0422988387137884,2.345017841672139
54,2.042271662400241,2.3287960675507913
55,2.042271662400241,2.3263222436612745
56,2.042271662400241,2.3291519120678634
57,2.042271662400241,2.3401172078626398
58,2.042271662400241,2.3288868153948963
59,2.042271662400241,2.3492755163026704
